,T2M,ALLSKY_SFC_SW_DWN,PRECTOTCORR
1985-12-29,-2.48,3.21,0.0
1985-12-30,-0.3,3.22,0.25
1985-12-31,1.3,0.92,8.63
1986-01-01,-0.53,3.26,0.0
1986-01-02,2.29,2.96,0.01
1986-01-03,1.42,3.12,0.0
1986-01-04,2.94,1.96,0.0
1986-01-05,-2.8,3.08,0.0
1986-01-06,-1.0,2.16,0.0
1986-01-07,-1.31,3.05,0.0
1986-01-08,-5.2,3.43,0.0
1986-01-09,-1.56,2.65,0.0
1986-01-10,0.9,3.08,0.0
1986-01-11,1.47,3.47,0.0
1986-01-12,2.66,3.46,0.0
1986-01-13,-2.38,3.22,0.0
1986-01-14,0.22,3.27,0.0
1986-01-15,1.5,3.55,0.0
1986-01-16,5.4,2.9,0.01
1986-01-17,8.23,1.53,0.11
1986-01-18,10.7,2.18,5.99
1986-01-19,3.66,1.1,4.97
1986-01-20,3.39,3.58,0.01
1986-01-21,8.86,3.75,0.0
1986-01-22,5.74,2.63,0.01
1986-01-23,1.18,3.77,0.04
1986-01-24,2.5,3.03,0.22
1986-01-25,2.58,0.48,3.22
1986-01-26,-1.35,1.35,0.44
1986-01-27,-12.72,1.97,0.19
1986-01-28,-5.25,2.79,0.55
1986-01-29,0.58,2.05,0.0
1986-01-30,-2.16,3.3,0.0
1986-01-31,2.91,2.72,0.18
1986-02-01,6.61,3.28,5.43
1986-02-02,11.33,0.67,17.92
1986-02-03,13.23,3.32,1.59
1986-02-04,14.11,1.86,7.31
1986-02-05,13.97,3.13,9.86
1986-02-06,10.63,1.54,5.85
1986-02-07,5.22,2.36,1.73
1986-02-08,3.74,2.83,3.19
1986-02-09,2.19,1.9,0.45
1986-02-10,-1.38,0.73,8.07
1986-02-11,-5.34,1.5,1.27
1986-02-12,-6.35,3.48,0.46
1986-02-13,-6.17,4.43,0.0
1986-02-14,-1.58,0.58,21.91
1986-02-15,-7.28,4.09,2.53
1986-02-16,2.28,4.35,2.06
1986-02-17,10.53,1.3,37.18
1986-02-18,14.62,4.24,3.05
1986-02-19,13.01,4.54,0.0
1986-02-20,12.89,4.41,0.0
1986-02-21,7.42,1.02,0.19
1986-02-22,2.99,1.02,0.11
1986-02-23,4.44,4.9,0.0
1986-02-24,4.99,1.76,2.73
1986-02-25,1.9,5.02,0.01
1986-02-26,7.67,4.89,1.54
1986-02-27,3.9,1.6,0.51
1986-02-28,-2.07,4.39,0.0
1986-03-01,-1.65,5.21,0.0
1986-03-02,4.1,4.92,0.16
1986-03-03,4.8,5.16,0.03
1986-03-04,2.39,1.29,0.55
1986-03-05,4.98,5.19,0.88
1986-03-06,3.79,5.35,0.31
1986-03-07,0.63,4.41,0.1
1986-03-08,3.26,4.13,0.07
1986-03-09,12.0,5.55,0.03
1986-03-10,16.42,2.4,2.58
1986-03-11,10.52,5.52,7.9
1986-03-12,17.95,3.08,24.91
1986-03-13,14.2,3.6,20.86
1986-03-14,11.44,3.82,5.69
1986-03-15,10.64,4.97,0.24
1986-03-16,8.44,5.99,0.08
1986-03-17,9.86,5.88,0.25
1986-03-18,15.25,3.18,9.0
1986-03-19,12.63,3.53,7.88
1986-03-20,2.59,3.71,0.1
1986-03-21,-2.93,6.1,0.0
1986-03-22,2.01,6.2,0.0
1986-03-23,7.83,6.57,0.0
1986-03-24,11.93,6.27,0.0
1986-03-25,14.21,6.39,0.05
1986-03-26,14.33,5.35,0.54
1986-03-27,11.56,6.47,0.37
1986-03-28,12.09,7.07,0.0
1986-03-29,14.35,6.67,0.0
1986-03-30,16.56,6.69,0.03
1986-03-31,18.1,6.32,0.0
1986-04-01,17.7,5.85,0.02
1986-04-02,17.08,5.73,0.09
1986-04-03,16.79,3.13,0.05
1986-04-04,18.09,4.89,0.0
1986-04-05,18.3,4.81,0.13
1986-04-06,18.65,5.56,2.67
1986-04-07,18.62,5.06,7.29
1986-04-08,15.64,4.16,1.65
1986-04-09,8.59,6.6,0.0
1986-04-10,9.15,6.98,0.0
1986-04-11,11.94,7.17,0.0
1986-04-12,15.27,6.94,0.0
1986-04-13,17.22,6.32,0.15
1986-04-14,16.39,4.08,0.74
1986-04-15,10.44,5.65,0.0
1986-04-16,7.03,2.89,0.01
1986-04-17,8.83,2.51,0.0
1986-04-18,12.52,7.24,0.0
1986-04-19,15.99,4.5,0.15
1986-04-20,14.16,2.24,14.19
1986-04-21,10.21,2.08,2.86
1986-04-22,6.64,7.38,0.16
1986-04-23,7.31,7.31,0.0
1986-04-24,13.23,7.56,0.13
1986-04-25,19.38,7.3,0.1
1986-04-26,21.71,7.34,0.0
1986-04-27,21.11,7.07,0.0
1986-04-28,18.21,4.81,1.74
1986-04-29,17.41,7.53,0.0
1986-04-30,20.07,7.65,0.02
1986-05-01,17.92,3.74,1.35
1986-05-02,13.39,7.51,0.0
1986-05-03,10.35,6.66,0.0
1986-05-04,14.29,7.69,0.0
1986-05-05,19.51,7.28,0.0
1986-05-06,21.53,5.62,0.17
1986-05-07,23.01,6.51,0.65
1986-05-08,23.18,7.17,0.12
1986-05-09,22.02,7.52,0.0
1986-05-10,22.51,6.84,1.09
1986-05-11,20.32,3.89,2.33
1986-05-12,20.52,5.12,4.61
1986-05-13,21.79,6.74,1.25
1986-05-14,22.77,6.72,2.48
1986-05-15,22.69,4.07,0.49
1986-05-16,23.8,6.69,0.28
1986-05-17,23.87,6.15,5.12
1986-05-18,21.06,2.06,14.09
1986-05-19,17.04,2.56,1.89
1986-05-20,14.9,4.89,0.06
1986-05-21,14.11,6.11,0.56
1986-05-22,16.86,5.17,4.74
1986-05-23,19.34,4.92,10.1
1986-05-24,21.64,3.41,12.23
1986-05-25,20.99,4.35,9.37
1986-05-26,19.97,1.77,20.28
1986-05-27,21.21,3.44,23.13
1986-05-28,21.41,2.45,18.22
1986-05-29,22.75,6.38,1.1
1986-05-30,22.82,6.96,0.19
1986-05-31,23.91,6.26,1.1
1986-06-01,23.12,5.38,4.44
1986-06-02,22.9,5.72,5.19
1986-06-03,21.93,4.47,9.98
1986-06-04,22.18,3.03,8.07
1986-06-05,22.54,3.31,7.41
1986-06-06,23.33,3.46,8.72
1986-06-07,23.41,3.94,11.56
1986-06-08,25.18,4.39,9.59
1986-06-09,23.85,5.21,11.93
1986-06-10,23.63,4.46,2.49
1986-06-11,24.96,4.29,1.27
1986-06-12,22.93,6.51,0.72
1986-06-13,21.52,6.63,0.36
1986-06-14,23.36,6.7,0.03
1986-06-15,23.6,6.71,0.0
1986-06-16,23.79,7.43,0.0
1986-06-17,22.89,7.0,0.16
1986-06-18,19.84,8.23,0.0
1986-06-19,23.27,7.82,0.02
1986-06-20,25.63,7.12,0.14
1986-06-21,26.74,7.13,0.0
1986-06-22,27.44,6.86,0.16
1986-06-23,27.12,7.53,1.94
1986-06-24,25.71,6.55,0.36
1986-06-25,23.79,8.21,0.0
1986-06-26,26.18,7.53,0.02
1986-06-27,27.38,6.92,0.96
1986-06-28,25.53,4.35,14.48
1986-06-29,27.12,4.83,4.47
1986-06-30,26.8,6.34,7.4
1986-07-01,26.92,5.99,12.71
1986-07-02,23.78,6.35,6.62
1986-07-03,22.85,7.84,0.06
1986-07-04,24.21,7.87,0.0
1986-07-05,25.98,6.83,0.0
1986-07-06,28.18,6.64,0.04
1986-07-07,29.57,6.66,0.0
1986-07-08,29.78,6.33,2.54
1986-07-09,29.34,5.38,6.25
1986-07-10,28.43,6.6,4.85
1986-07-11,27.47,6.01,1.38
1986-07-12,27.19,5.75,2.49
1986-07-13,27.71,4.97,12.32
1986-07-14,27.68,5.76,8.91
1986-07-15,27.77,5.75,1.5
1986-07-16,29.62,6.72,0.62
1986-07-17,30.77,5.95,0.57
1986-07-18,30.77,6.59,0.07
1986-07-19,30.69,5.96,1.83
1986-07-20,31.02,6.94,1.71
1986-07-21,28.96,6.94,0.33
1986-07-22,28.1,6.84,0.04
1986-07-23,28.88,6.77,0.03
1986-07-24,29.97,6.14,3.9
1986-07-25,30.0,5.31,2.12
1986-07-26,30.34,5.97,5.27
1986-07-27,28.9,7.29,1.67
1986-07-28,30.37,6.33,2.0
1986-07-29,29.38,5.65,0.28
1986-07-30,28.49,7.3,0.29
1986-07-31,30.3,5.87,2.51
1986-08-01,28.37,7.2,0.82
1986-08-02,26.68,3.15,0.0
1986-08-03,25.88,6.44,0.0
1986-08-04,25.21,6.78,0.0
1986-08-05,26.86,6.69,0.3
1986-08-06,26.77,2.75,9.2
1986-08-07,27.17,4.46,10.02
1986-08-08,26.67,5.06,2.81
1986-08-09,24.76,4.65,3.74
1986-08-10,24.51,5.59,14.27
1986-08-11,23.92,5.19,3.31
1986-08-12,23.81,6.22,0.02
1986-08-13,25.72,5.4,0.03
1986-08-14,27.28,5.95,0.14
1986-08-15,27.54,5.81,6.39
1986-08-16,24.8,2.51,10.97
1986-08-17,25.21,4.43,2.96
1986-08-18,26.21,5.74,0.06
1986-08-19,25.54,6.0,0.65
1986-08-20,24.92,5.61,2.29
1986-08-21,26.84,5.5,0.05
1986-08-22,27.39,5.44,0.38
1986-08-23,28.05,4.94,0.29
1986-08-24,26.14,4.45,0.12
1986-08-25,26.84,6.25,0.83
1986-08-26,25.54,4.81,5.77
1986-08-27,25.84,4.6,10.62
1986-08-28,18.62,5.14,2.33
1986-08-29,17.74,5.51,0.0
1986-08-30,19.07,3.32,2.27
1986-08-31,18.43,0.97,7.16
1986-09-01,19.78,0.9,7.62
1986-09-02,23.45,2.82,13.77
1986-09-03,22.7,3.69,47.49
1986-09-04,23.45,2.49,25.28
1986-09-05,22.03,3.45,1.31
1986-09-06,19.93,6.54,0.0
1986-09-07,19.48,6.45,0.0
1986-09-08,17.81,5.53,0.07
1986-09-09,19.98,6.36,0.0
1986-09-10,22.04,3.92,2.64
1986-09-11,23.53,3.92,9.55
1986-09-12,20.34,5.28,5.46
1986-09-13,18.6,6.2,0.0
1986-09-14,20.35,5.77,0.0
1986-09-15,21.67,4.04,0.89
1986-09-16,22.75,4.85,0.91
1986-09-17,22.35,4.19,1.41
1986-09-18,21.37,2.1,11.87
1986-09-19,22.48,3.39,7.49
1986-09-20,23.96,4.4,1.36
1986-09-21,24.23,4.79,3.07
1986-09-22,24.22,3.78,0.64
1986-09-23,23.79,4.81,0.28
1986-09-24,24.35,4.79,0.04
1986-09-25,24.75,4.77,0.5
1986-09-26,24.66,4.17,1.55
1986-09-27,24.84,4.62,0.26
1986-09-28,25.72,4.92,0.04
1986-09-29,25.69,4.7,0.0
1986-09-30,24.85,4.61,1.75
1986-10-01,24.0,4.3,4.47
1986-10-02,24.56,4.32,0.72
1986-10-03,24.82,4.45,0.98
1986-10-04,24.94,3.76,2.53
1986-10-05,18.27,3.29,0.31
1986-10-06,14.22,1.52,0.03
1986-10-07,12.8,5.16,0.0
1986-10-08,15.8,4.18,0.13
1986-10-09,18.21,3.64,1.23
1986-10-10,17.78,3.89,0.17
1986-10-11,17.02,2.18,10.95
1986-10-12,17.01,0.49,20.38
1986-10-13,17.42,0.8,8.28
1986-10-14,11.59,4.04,0.1
1986-10-15,8.95,4.61,0.0
1986-10-16,10.92,4.66,0.0
1986-10-17,12.58,4.71,0.1
1986-10-18,12.58,4.45,0.0
1986-10-19,13.5,4.05,0.0
1986-10-20,14.74,4.61,0.0
1986-10-21,15.57,4.58,0.0
1986-10-22,14.59,3.0,0.01
1986-10-23,14.31,2.46,9.95
1986-10-24,13.23,0.71,9.18
1986-10-25,17.65,0.75,24.41
1986-10-26,14.43,1.77,0.53
1986-10-27,12.16,2.82,0.02
1986-10-28,13.1,4.3,0.0
1986-10-29,13.9,4.14,0.03
1986-10-30,14.11,3.89,0.02
1986-10-31,14.48,3.97,0.0
1986-11-01,15.43,3.36,0.0
1986-11-02,14.33,3.3,0.02
1986-11-03,13.47,2.08,0.58
1986-11-04,14.1,3.05,3.04
1986-11-05,15.77,1.12,8.8
1986-11-06,13.24,1.52,2.94
1986-11-07,15.03,0.74,46.17
1986-11-08,20.2,0.69,34.24
1986-11-09,12.45,3.12,27.1
1986-11-10,8.36,3.13,3.33
1986-11-11,6.0,0.58,17.04
1986-11-12,4.38,2.38,0.03
1986-11-13,-4.28,3.54,0.0
1986-11-14,-0.86,2.94,3.85
1986-11-15,4.68,1.16,1.06
1986-11-16,9.84,0.8,0.24
1986-11-17,12.54,2.35,0.08
1986-11-18,12.05,2.5,0.27
1986-11-19,6.47,2.25,1.37
1986-11-20,8.43,0.8,6.17
1986-11-21,2.15,3.45,0.0
1986-11-22,4.93,3.12,4.08
1986-11-23,10.28,0.68,17.96
1986-11-24,8.1,0.58,8.96
1986-11-25,13.42,0.81,11.16
1986-11-26,12.92,1.73,26.6
1986-11-27,7.3,0.61,0.05
1986-11-28,7.04,1.47,0.01
1986-11-29,8.57,1.88,0.4
1986-11-30,10.31,1.26,2.62
1986-12-01,8.94,0.58,7.53
1986-12-02,6.67,0.58,2.97
1986-12-03,3.39,2.3,0.31
1986-12-04,0.37,3.36,0.0
1986-12-05,-1.31,3.38,0.1
1986-12-06,1.57,3.37,0.01
1986-12-07,3.41,1.87,7.26
1986-12-08,9.9,0.35,40.24
1986-12-09,13.18,0.41,15.15
1986-12-10,-0.16,1.05,1.03
1986-12-11,0.08,1.67,1.1
1986-12-12,-0.12,2.04,0.09
1986-12-13,-3.05,3.29,0.0
1986-12-14,0.03,1.97,0.08
1986-12-15,4.37,1.85,0.2
1986-12-16,7.45,3.08,0.27
1986-12-17,8.37,0.77,5.49
1986-12-18,2.64,2.05,0.21
1986-12-19,0.39,2.6,0.0
1986-12-20,1.15,3.09,0.0
1986-12-21,0.41,2.88,0.0
1986-12-22,0.84,2.41,0.5
1986-12-23,1.56,0.41,30.68
1986-12-24,4.46,0.4,3.02
1986-12-25,3.63,0.83,0.07
1986-12-26,1.79,1.28,0.01
1986-12-27,0.08,2.03,0.0
1986-12-28,-0.63,1.83,0.04
1986-12-29,-0.42,2.76,0.01
1986-12-30,0.23,0.87,0.01
1986-12-31,0.61,1.81,0.04
1987-01-01,1.56,2.45,0.1
1987-01-02,-0.71,1.82,0.14
1987-01-03,-0.53,2.44,0.0
1987-01-04,-0.38,1.97,0.19
1987-01-05,1.49,3.26,0.03
1987-01-06,3.91,2.86,0.0
1987-01-07,3.57,1.32,0.04
1987-01-08,1.11,3.04,0.0
1987-01-09,4.45,1.88,3.31
1987-01-10,2.8,0.7,1.11
1987-01-11,-1.28,1.09,0.42
1987-01-12,1.1,3.44,0.0
1987-01-13,4.68,3.43,0.0
1987-01-14,7.08,1.08,3.13
1987-01-15,7.99,1.17,0.69
1987-01-16,6.38,1.9,0.67
1987-01-17,5.57,1.3,3.24
1987-01-18,5.24,0.9,31.17
1987-01-19,1.79,1.54,5.52
1987-01-20,-1.71,3.38,0.0
1987-01-21,-1.41,1.96,0.15
1987-01-22,-0.62,2.81,0.7
1987-01-23,-3.7,3.45,2.67
1987-01-24,-0.34,2.07,5.13
1987-01-25,-1.9,1.01,15.79
1987-01-26,-8.68,2.62,0.59
1987-01-27,-6.58,1.16,1.66
1987-01-28,-1.82,3.07,0.21
1987-01-29,4.47,1.33,0.36
1987-01-30,4.18,3.85,0.03
1987-01-31,1.31,4.12,0.04
1987-02-01,4.59,2.84,0.76
1987-02-02,6.98,1.16,8.62
1987-02-03,4.22,2.6,0.06
1987-02-04,3.39,3.29,0.0
1987-02-05,4.78,3.56,0.0
1987-02-06,4.24,2.14,0.01
1987-02-07,4.5,4.33,0.0
1987-02-08,1.86,3.47,0.0
1987-02-09,-2.46,4.4,0.0
1987-02-10,1.19,4.37,0.0
1987-02-11,6.23,2.66,0.0
1987-02-12,9.42,4.43,0.45
1987-02-13,6.12,4.4,0.06
1987-02-14,5.89,1.22,10.57
1987-02-15,7.14,2.87,7.55
1987-02-16,6.08,0.99,8.78
1987-02-17,3.96,0.83,3.78
1987-02-18,1.27,1.36,0.76
1987-02-19,2.52,1.76,1.23
1987-02-20,4.28,1.25,2.08
1987-02-21,5.66,1.94,1.49
1987-02-22,2.99,0.45,27.0
1987-02-23,2.66,5.2,0.16
1987-02-24,1.75,1.88,0.35
1987-02-25,6.24,4.39,0.29
1987-02-26,6.93,1.13,28.92
1987-02-27,5.38,1.21,27.57
1987-02-28,8.54,1.05,16.6
1987-03-01,6.32,1.21,0.21
1987-03-02,5.26,5.38,0.0
1987-03-03,6.39,5.5,0.01
1987-03-04,3.42,5.55,0.0
1987-03-05,7.73,4.01,0.0
1987-03-06,10.44,5.57,0.0
1987-03-07,11.01,5.2,0.04
1987-03-08,11.25,1.83,7.79
1987-03-09,9.78,3.27,0.31
1987-03-10,1.65,4.24,1.27
1987-03-11,2.8,1.32,0.79
1987-03-12,1.84,5.32,0.01
1987-03-13,3.78,5.88,0.0
1987-03-14,7.56,5.81,0.16
1987-03-15,10.76,3.75,1.4
1987-03-16,13.01,3.57,2.21
1987-03-17,12.2,5.14,0.02
1987-03-18,10.73,2.01,11.4
1987-03-19,11.58,5.6,0.15
1987-03-20,10.51,5.19,0.0
1987-03-21,10.48,6.14,0.0
1987-03-22,10.99,6.15,0.0
1987-03-23,12.91,6.08,0.0
1987-03-24,12.42,1.85,4.56
1987-03-25,11.61,6.05,0.15
1987-03-26,11.74,6.5,0.04
1987-03-27,12.71,4.68,0.54
1987-03-28,14.98,6.66,0.0
1987-03-29,16.04,5.55,16.48
1987-03-30,4.5,1.42,8.97
1987-03-31,0.59,4.3,0.66
1987-04-01,5.95,6.94,0.02
1987-04-02,3.77,2.45,3.26
1987-04-03,1.65,3.9,0.36
1987-04-04,1.15,6.51,0.0
1987-04-05,3.79,4.49,0.0
1987-04-06,6.56,3.83,0.02
1987-04-07,8.46,0.45,0.1
1987-04-08,11.09,6.22,0.01
1987-04-09,12.61,6.78,0.01
1987-04-10,14.71,6.5,1.6
1987-04-11,12.45,6.87,3.6
1987-04-12,15.08,3.89,4.4
1987-04-13,17.19,4.42,15.55
1987-04-14,18.18,1.99,15.63
1987-04-15,11.56,2.18,5.15
1987-04-16,11.26,4.1,2.62
1987-04-17,12.77,3.08,0.63
1987-04-18,14.16,7.19,0.03
1987-04-19,16.67,7.45,0.0
1987-04-20,18.89,7.38,0.0
1987-04-21,20.2,7.22,0.0
1987-04-22,20.61,5.75,0.27
1987-04-23,16.22,5.75,1.27
1987-04-24,13.3,4.58,0.09
1987-04-25,11.93,7.55,0.0
1987-04-26,15.19,7.47,0.03
1987-04-27,17.98,7.08,0.8
1987-04-28,13.24,7.54,0.0
1987-04-29,16.25,7.32,0.0
1987-04-30,19.24,6.74,1.35
1987-05-01,19.16,6.78,1.08
1987-05-02,19.89,4.55,1.22
1987-05-03,20.07,5.1,4.06
1987-05-04,19.01,4.41,0.13
1987-05-05,16.03,5.65,0.0
1987-05-06,16.23,5.97,0.0
1987-05-07,17.76,7.47,0.0
1987-05-08,16.85,7.74,0.0
1987-05-09,18.11,7.45,0.0
1987-05-10,20.23,7.52,0.13
1987-05-11,19.52,6.36,0.26
1987-05-12,21.07,6.33,2.16
1987-05-13,21.98,6.71,1.21
1987-05-14,21.55,6.12,2.2
1987-05-15,20.81,6.26,2.86
1987-05-16,22.57,6.18,1.18
1987-05-17,22.63,7.03,1.41
1987-05-18,22.36,4.59,1.23
1987-05-19,23.79,5.63,2.89
1987-05-20,24.88,6.4,6.77
1987-05-21,23.5,4.2,4.11
1987-05-22,23.88,6.37,7.14
1987-05-23,22.75,4.98,8.32
1987-05-24,23.02,5.71,3.92
1987-05-25,22.34,5.95,4.19
1987-05-26,23.54,6.83,0.83
1987-05-27,24.52,7.24,0.13
1987-05-28,24.61,7.38,1.97
1987-05-29,23.51,6.66,8.39
1987-05-30,23.16,3.38,7.33
1987-05-31,22.99,6.29,5.23
1987-06-01,22.86,5.15,4.11
1987-06-02,24.3,6.65,2.47
1987-06-03,23.71,5.8,1.43
1987-06-04,20.6,5.84,0.0
1987-06-05,19.48,8.17,0.0
1987-06-06,21.44,8.27,0.0
1987-06-07,23.91,7.67,0.0
1987-06-08,24.54,7.42,0.0
1987-06-09,25.66,7.42,0.06
1987-06-10,25.76,6.19,0.34
1987-06-11,25.61,5.77,3.7
1987-06-12,24.8,3.58,13.28
1987-06-13,24.79,6.26,3.4
1987-06-14,26.03,6.11,0.69
1987-06-15,25.7,5.88,3.04
1987-06-16,25.08,4.52,10.48
1987-06-17,24.79,5.64,3.89
1987-06-18,24.51,4.95,3.03
1987-06-19,24.48,4.4,3.87
1987-06-20,24.95,4.91,8.27
1987-06-21,24.62,5.77,6.94
1987-06-22,24.8,6.35,2.07
1987-06-23,26.43,5.81,5.45
1987-06-24,25.94,4.4,6.57
1987-06-25,25.92,7.02,4.42
1987-06-26,23.49,6.53,1.17
1987-06-27,21.49,8.16,0.0
1987-06-28,22.89,7.87,0.07
1987-06-29,25.98,7.3,1.47
1987-06-30,25.36,6.43,7.3
1987-07-01,24.54,5.11,15.0
1987-07-02,24.35,4.93,11.61
1987-07-03,24.56,2.76,9.72
1987-07-04,24.97,4.96,6.41
1987-07-05,25.33,6.67,6.25
1987-07-06,25.39,6.36,4.75
1987-07-07,25.7,6.48,0.82
1987-07-08,26.15,5.26,2.43
1987-07-09,24.88,4.58,5.71
1987-07-10,24.93,4.93,1.5
1987-07-11,26.79,6.76,1.91
1987-07-12,27.07,6.39,5.32
1987-07-13,26.18,3.93,8.5
1987-07-14,21.54,6.65,0.36
1987-07-15,22.16,6.14,0.06
1987-07-16,23.96,7.22,0.37
1987-07-17,26.02,6.65,0.0
1987-07-18,26.73,6.74,0.01
1987-07-19,26.67,6.54,0.0
1987-07-20,27.58,6.37,0.0
1987-07-21,27.98,5.06,0.18
1987-07-22,28.6,4.41,1.21
1987-07-23,27.37,4.9,2.55
1987-07-24,29.27,5.15,0.05
1987-07-25,29.45,7.06,0.01
1987-07-26,29.45,7.0,1.53
1987-07-27,29.07,6.46,3.64
1987-07-28,27.94,7.49,0.3
1987-07-29,28.47,6.57,0.1
1987-07-30,28.92,5.93,0.34
1987-07-31,29.34,6.58,1.99
1987-08-01,29.53,4.46,3.56
1987-08-02,30.19,3.62,1.39
1987-08-03,31.04,6.09,2.55
1987-08-04,29.65,4.17,6.09
1987-08-05,26.86,4.81,4.19
1987-08-06,28.01,5.12,4.49
1987-08-07,29.73,5.21,0.16
1987-08-08,30.16,6.27,1.02
1987-08-09,29.67,5.56,5.81
1987-08-10,26.68,5.14,1.52
1987-08-11,26.12,6.47,0.14
1987-08-12,27.22,4.43,1.77
1987-08-13,28.67,5.67,0.25
1987-08-14,27.77,6.37,0.0
1987-08-15,27.05,6.92,0.0
1987-08-16,27.62,6.04,2.48
1987-08-17,26.1,3.81,17.76
1987-08-18,26.8,5.87,3.63
1987-08-19,26.39,5.65,0.27
1987-08-20,26.72,6.76,0.0
1987-08-21,28.28,6.51,0.0
1987-08-22,28.87,6.56,0.13
1987-08-23,26.52,5.03,0.38
1987-08-24,24.97,6.47,0.0
1987-08-25,27.68,6.41,0.0
1987-08-26,29.41,6.03,2.19
1987-08-27,27.98,3.35,3.0
1987-08-28,25.29,3.6,0.94
1987-08-29,22.11,4.73,0.0
1987-08-30,22.53,4.99,0.0
1987-08-31,23.44,3.91,0.12
1987-09-01,21.66,6.62,0.0
1987-09-02,22.59,6.53,0.0
1987-09-03,24.08,6.54,0.0
1987-09-04,25.42,4.95,0.1
1987-09-05,23.94,5.78,0.9
1987-09-06,23.57,3.33,6.15
1987-09-07,23.49,3.78,6.48
1987-09-08,23.48,4.16,3.84
1987-09-09,24.18,4.67,1.08
1987-09-10,24.78,4.52,7.35
1987-09-11,23.14,3.9,5.66
1987-09-12,20.64,4.46,14.59
1987-09-13,22.49,2.03,4.07
1987-09-14,25.17,5.8,0.01
1987-09-15,24.39,4.76,0.11
1987-09-16,23.93,2.76,2.56
1987-09-17,24.61,4.03,2.27
1987-09-18,22.89,4.82,8.9
1987-09-19,19.46,2.89,3.47
1987-09-20,19.9,5.15,0.0
1987-09-21,18.78,4.86,0.02
1987-09-22,17.46,4.78,0.0
1987-09-23,17.79,4.28,0.01
1987-09-24,19.62,5.15,0.0
1987-09-25,21.48,5.53,0.06
1987-09-26,22.0,4.84,0.0
1987-09-27,21.11,4.64,1.28
1987-09-28,21.55,4.5,4.36
1987-09-29,18.79,0.9,22.73
1987-09-30,16.4,4.83,0.17
1987-10-01,14.24,5.47,0.0
1987-10-02,15.08,4.3,0.0
1987-10-03,9.19,5.26,0.0
1987-10-04,11.54,5.44,0.0
1987-10-05,14.8,5.51,0.0
1987-10-06,14.49,4.73,0.0
1987-10-07,9.78,4.57,0.0
1987-10-08,8.93,5.19,0.0
1987-10-09,13.12,4.09,0.0
1987-10-10,16.78,4.96,0.01
1987-10-11,11.88,1.55,0.07
1987-10-12,9.28,5.15,0.0
1987-10-13,9.22,5.21,0.0
1987-10-14,11.17,5.08,0.0
1987-10-15,13.61,4.94,0.0
1987-10-16,14.3,4.56,0.0
1987-10-17,14.26,3.56,0.02
1987-10-18,13.09,4.56,0.0
1987-10-19,15.62,2.03,1.78
1987-10-20,12.26,0.73,3.73
1987-10-21,5.14,4.35,0.0
1987-10-22,6.97,4.57,0.0
1987-10-23,11.45,3.69,0.06
1987-10-24,13.77,2.68,0.53
1987-10-25,14.02,3.23,0.15
1987-10-26,14.59,1.73,4.24
1987-10-27,11.36,4.44,2.54
1987-10-28,7.3,4.27,0.01
1987-10-29,11.6,2.33,0.35
1987-10-30,15.82,3.9,0.0
1987-10-31,17.5,4.19,0.0
1987-11-01,18.23,4.15,0.0
1987-11-02,18.35,3.79,0.0
1987-11-03,17.34,3.76,0.0
1987-11-04,17.54,3.34,0.0
1987-11-05,11.35,4.09,0.0
1987-11-06,8.01,4.13,0.0
1987-11-07,12.52,3.29,0.04
1987-11-08,14.55,3.31,0.18
1987-11-09,12.9,0.81,38.36
1987-11-10,3.15,0.77,15.59
1987-11-11,0.65,4.14,0.0
1987-11-12,4.17,3.96,0.12
1987-11-13,7.17,3.87,0.0
1987-11-14,8.63,3.87,0.0
1987-11-15,10.54,2.8,0.03
1987-11-16,14.82,1.84,8.09
1987-11-17,14.44,2.61,24.93
1987-11-18,6.28,2.9,0.0
1987-11-19,5.01,2.15,0.0
1987-11-20,0.94,3.38,0.0
1987-11-21,-1.03,3.78,0.0
1987-11-22,4.1,3.56,0.03
1987-11-23,8.35,1.4,3.43
1987-11-24,13.28,1.94,0.39
1987-11-25,14.5,2.82,0.6
1987-11-26,14.15,1.12,3.63
1987-11-27,14.7,1.13,7.37
1987-11-28,11.96,0.79,10.68
1987-11-29,4.77,0.8,0.34
1987-11-30,3.25,1.06,0.36
1987-12-01,1.91,0.88,0.36
1987-12-02,0.58,3.33,0.0
1987-12-03,5.78,2.7,0.13
1987-12-04,0.31,1.97,0.0
1987-12-05,-0.03,3.14,0.0
1987-12-06,2.36,0.85,0.11
1987-12-07,6.62,2.72,0.16
1987-12-08,9.65,1.35,0.41
1987-12-09,12.02,1.29,1.3
1987-12-10,7.19,3.28,0.0
1987-12-11,8.16,2.08,0.0
1987-12-12,5.86,3.12,0.0
1987-12-13,4.09,2.3,5.23
1987-12-14,9.33,0.54,5.07
1987-12-15,5.44,2.91,7.4
1987-12-16,-1.71,2.59,0.0
1987-12-17,-2.79,3.02,0.13
1987-12-18,-0.33,2.6,0.72
1987-12-19,5.12,0.7,4.64
1987-12-20,10.2,1.48,2.74
1987-12-21,3.39,1.0,0.03
1987-12-22,5.14,2.19,0.36
1987-12-23,4.55,3.08,12.29
1987-12-24,10.13,0.32,41.82
1987-12-25,13.2,0.41,36.24
1987-12-26,8.03,0.45,16.55
1987-12-27,9.54,0.54,4.97
1987-12-28,6.37,2.76,4.74
1987-12-29,0.24,2.39,0.16
1987-12-30,0.6,2.59,0.09
